site,year,block,plot,pd,pd_fac,rate,seedling_n,sp1_gc,sp2_gc,sp3_gc,canopy_cover,sp1,sp2,sp3,rye_g,weed_g,RCI_weeds,GDD_greenup,GDD_anthesis,soil_n,soil_pH,soil_p,soil_om,rate.adj
UMD,2023,3,303,11/14/2022,3,105,55,VERPE,na,na,51.71,VERPE,na,na,191.1,0.4,-0.985714286,723.17,1467.14,9.25,6.3,44,1.98,120
UMD,2023,3,304,11/14/2022,3,25,34,VERPE,na,na,21.06,VERPE,na,na,171.5,1.6,-0.942857143,723.17,1467.14,9.25,6.3,44,1.98,30
UMD,2023,3,305,11/14/2022,3,15,8,VERPE,na,na,18.55,VERPE,na,na,120.3,1.6,-0.942857143,723.17,1467.14,9.25,6.3,44,1.98,15
UMD,2023,3,306,11/14/2022,3,0,0,VERPE,POANN,na,1.8,VERPE,POANN,na,0,28,0,723.17,1467.14,9.25,6.3,44,1.98,0
UMD,2023,3,307,10/31/2022,2,80,47,POANN,na,na,30.74,POANN,na,na,166.2,0.1,-0.985294118,1004.59,1748.57,11.95,6.37,70,2.11,90
UMD,2023,3,308,10/31/2022,2,50,25,VIORA,na,na,31.16,LAMAM,POANN,na,173.9,1.3,-0.808823529,1004.59,1748.57,11.95,6.37,70,2.11,60
UMD,2023,3,309,10/31/2022,2,105,30,VERPE,na,na,40.68,VIORA,na,na,266.8,0.2,-0.970588235,1004.59,1748.57,11.95,6.37,70,2.11,120
UMD,2023,3,310,10/31/2022,2,25,16,VERPE,na,na,21.02,VIORA,na,na,288.3,2.7,-0.602941176,1004.59,1748.57,11.95,6.37,70,2.11,30
UMD,2023,3,311,10/31/2022,2,15,4,VERPE,na,na,25.78,VIORA,na,na,251.3,2.3,-0.661764706,1004.59,1748.57,11.95,6.37,70,2.11,15
UMD,2023,3,312,10/31/2022,2,0,0,POANN,ALLVI,VIORA,0.24,VERPE,VIORA,na,0,6.8,0,1004.59,1748.57,11.95,6.37,70,2.11,0
UMD,2023,3,313,10/24/2022,1,25,18,POANN,LAMAM,ERICA,48.82,POANN,na,na,142.2,14.2,-0.73358349,1114.47,1858.45,9.5,6.61,46,2.17,30
UMD,2023,3,314,10/24/2022,1,80,50,POANN,VIORA,na,35.61,POANN,VERPE,na,139.6,3.2,-0.939962477,1114.47,1858.45,9.5,6.61,46,2.17,90
UMD,2023,3,315,10/24/2022,1,15,6,VIORA,POANN,na,43.96,POANN,na,na,110.1,4,-0.924953096,1114.47,1858.45,9.5,6.61,46,2.17,15
UMD,2023,3,316,10/24/2022,1,105,55,VIORA,LAMAM,POANN,39.09,VIORA,POANN,VERPE,128.7,5.2,-0.902439024,1114.47,1858.45,9.5,6.61,46,2.17,120
UMD,2023,3,317,10/24/2022,1,0,0,VIORA,ALLVI,POANN,7.19,VERPE,VIORA,ERICA,0,53.3,0,1114.47,1858.45,9.5,6.61,46,2.17,0
UMD,2023,3,318,10/24/2022,1,50,52,POANN,na,na,51.84,PHTAM,na,na,183.7,1.8,-0.966228893,1114.47,1858.45,9.5,6.61,46,2.17,60
VT,2022,1,101,9/20/2022,1,30,19,STEME,brassica,na,38.83,STEME,CIRVU,na,140.81,9.84,-0.820699708,893.38,1451.35,17.9205,6.94,48,3.65,30
VT,2022,1,102,9/20/2022,1,120,94,na,na,na,60.58,MELAL,na,na,237.84,3.99,-0.927295918,893.38,1451.35,17.9205,6.94,48,3.65,120
VT,2022,1,103,9/20/2022,1,60,47,STEME,TAROF,na,52.2,MELAL,STEME,na,187.82,4.52,-0.917638484,893.38,1451.35,17.9205,6.94,48,3.65,60
VT,2022,1,104,9/20/2022,1,0,0,STEME,brassica,CERVU,8.44,SAWOF,PLAMA,STEME,0,54.88,0,893.38,1451.35,17.9205,6.94,48,3.65,0
VT,2022,1,105,9/20/2022,1,15,12,STEME,PLALA,na,31.47,STEME,na,na,126.05,13.71,-0.750182216,893.38,1451.35,17.9205,6.94,48,3.65,15
VT,2022,1,106,9/20/2022,1,90,71,PLALA,na,na,57.14,TRFPR,STEME,na,168.57,3.62,-0.934037901,893.38,1451.35,17.9205,6.94,48,3.65,90
VT,2022,1,107,9/29/2022,1.5,60,33,STEME,na,na,36.88,STEME,na,na,160.8530166,6.33,-0.854080221,675.28,1233.25,27.132,7.12,31,3.84,60
VT,2022,1,108,9/29/2022,1.5,30,25,GLEHE,TAROF,na,27.42,TAROF,GLEHE,na,133.1901458,11.14,-0.743199631,675.28,1233.25,27.132,7.12,31,3.84,30
VT,2022,1,109,9/29/2022,1.5,0,0,TAROF,PLALA,na,1.36,TAROF,MELAL,CAPBP,0,43.38,0,675.28,1233.25,27.132,7.12,31,3.84,0
VT,2022,1,110,9/29/2022,1.5,15,14,STEME,TAROF,na,23.17,STEME,TAROF,na,85.83539467,3.91,-0.909866298,675.28,1233.25,27.132,7.12,31,3.84,15
VT,2022,1,111,9/29/2022,1.5,120,53,STEME,na,na,61.29,STEME,AGRRE,na,177.9337104,2.71,-0.937528815,675.28,1233.25,27.132,7.12,31,3.84,120
VT,2022,1,112,9/29/2022,1.5,90,43,STEME,na,na,59.37,STEME,na,na,233.8288084,2.98,-0.931304749,675.28,1233.25,27.132,7.12,31,3.84,90
VT,2022,1,113,10/7/2022,2,30,12,na,na,na,6.75,bindweed,na,na,53.24,1.67,-0.714041096,563.57,1121.53,27.3615,7.06,50,3.85,30
VT,2022,1,114,10/7/2022,2,0,0,TAROF,na,na,0.01,CAPBP,CIRVU,CHEAL,0,5.84,0,563.57,1121.53,27.3615,7.06,50,3.85,0
VT,2022,1,115,10/7/2022,2,120,65,na,na,na,45.01,STEME,bindweed,na,179.63,1.07,-0.816780822,563.57,1121.53,27.3615,7.06,50,3.85,120
VT,2022,1,116,10/7/2022,2,60,32,na,na,na,31.45,STEME,na,na,171.07,0.12,-0.979452055,563.57,1121.53,27.3615,7.06,50,3.85,60
VT,2022,1,117,10/7/2022,2,90,62,na,na,na,41.76,TRFPR,na,na,153.91,0.81,-0.86130137,563.57,1121.53,27.3615,7.06,50,3.85,90
VT,2022,1,118,10/7/2022,2,15,3,STEME,na,na,4.17,STEME,STEME,na,68.96,3.2,-0.452054795,563.57,1121.53,27.3615,7.06,50,3.85,15
VT,2022,1,119,10/13/2022,2.5,60,41,PLALA,na,na,9.6,CAPBP,bindweed,STEME,77.08709677,0.75,-0.922360248,427.27,985.23,12.8805,6.6,81,3.43,60
VT,2022,1,120,10/13/2022,2.5,15,10,PLALA,na,na,3.76,STEME,CAPBP,CERVU,45.62903226,5.38,-0.443064182,427.27,985.23,12.8805,6.6,81,3.43,15
VT,2022,1,121,10/13/2022,2.5,0,0,PLALA,na,na,0,CIRVU,TRFPR,TAROF,0,9.66,0,427.27,985.23,12.8805,6.6,81,3.43,0
VT,2022,1,122,10/13/2022,2.5,30,19,PLALA,na,na,6.37,STEME,na,na,83.39354839,1.44,-0.850931677,427.27,985.23,12.8805,6.6,81,3.43,30
VT,2022,1,123,10/13/2022,2.5,120,84,PLALA,na,na,22.69,STEME,bindweed,na,117.6524194,2.08,-0.784679089,427.27,985.23,12.8805,6.6,81,3.43,120
VT,2022,1,124,10/13/2022,2.5,90,69,PLALA,na,na,21.84,STEME,na,na,124.8306452,2.42,-0.749482402,427.27,985.23,12.8805,6.6,81,3.43,90
VT,2022,1,125,10/20/2022,3,90,22,na,na,na,2.95,STEME,TAROF,na,69.22,2.04,-0.454545455,297.97,855.93,11.8755,6.05,51,3.27,90
VT,2022,1,126,10/20/2022,3,30,13,STEME,na,na,1.15,STEME,CHEAL,TRFRE,64.85,4.4,0.176470588,297.97,855.93,11.8755,6.05,51,3.27,30
VT,2022,1,127,10/20/2022,3,15,5,STEME,na,na,0.11,STEME,CHEAL,na,20.26,11.17,1.986631016,297.97,855.93,11.8755,6.05,51,3.27,15
VT,2022,1,128,10/20/2022,3,60,20,na,na,na,1.17,CHEAL,STEME,na,77.93,0.47,-0.874331551,297.97,855.93,11.8755,6.05,51,3.27,60
VT,2022,1,129,10/20/2022,3,0,0,STEME,na,na,0.01,PLAMA,CERVU,TAROF,0,3.74,0,297.97,855.93,11.8755,6.05,51,3.27,0
VT,2022,1,130,10/20/2022,3,120,43,na,na,na,1.78,STEME,PLAMA,CHEAL,94.4,2.36,-0.368983957,297.97,855.93,11.8755,6.05,51,3.27,120
VT,2022,2,201,9/20/2022,1,0,0,PLALA,na,na,2.57,CAPBP,MELAL,CIRVU,0,23.13,0,893.38,1451.35,17.9205,6.94,48,3.65,0
VT,2022,2,202,9/20/2022,1,30,20,STEME,CERVU,na,23.89,MELAL,TRFPR,na,96.93,2.01,-0.91309987,893.38,1451.35,17.9205,6.94,48,3.65,30
VT,2022,2,203,9/20/2022,1,90,76,PLALA,na,na,36.96,MELAL,STEME,na,165.71,6.11,-0.735840899,893.38,1451.35,17.9205,6.94,48,3.65,90
VT,2022,2,204,9/20/2022,1,120,75,TAROF,na,na,36.85,STEME,na,na,141.96,1.12,-0.951578037,893.38,1451.35,17.9205,6.94,48,3.65,120
VT,2022,2,205,9/20/2022,1,60,42,STEME,na,na,31.78,MELAL,na,na,116.3,4.15,-0.820579334,893.38,1451.35,17.9205,6.94,48,3.65,60
VT,2022,2,206,9/20/2022,1,15,12,STEME,CERVU,na,25.06,CERVU,na,na,117.55,2.96,-0.87202767,893.38,1451.35,17.9205,6.94,48,3.65,15
VT,2022,2,207,9/29/2022,1.5,15,6,STEME,TAROF,na,11.2,STEME,TAROF,na,45.98044243,3.72,-0.698051948,675.28,1233.25,27.132,7.12,31,3.84,15
VT,2022,2,208,9/29/2022,1.5,0,0,TRFPR,na,na,0.92,TRFPR,CERVU,CAPBP,0,12.32,0,675.28,1233.25,27.132,7.12,31,3.84,0
VT,2022,2,209,9/29/2022,1.5,120,52,STEME,na,na,48.6,TRFPR,PLAMA,na,127.4573152,2.82,-0.771103896,675.28,1233.25,27.132,7.12,31,3.84,120
VT,2022,2,210,9/29/2022,1.5,60,36,na,na,na,28.12,CIRVU,na,na,117.2677979,1.83,-0.851461039,675.28,1233.25,27.132,7.12,31,3.84,60
VT,2022,2,211,9/29/2022,1.5,90,57,na,na,na,27.89,TRFPR,SAWOF,na,80.90751634,1.4,-0.886363636,675.28,1233.25,27.132,7.12,31,3.84,90
VT,2022,2,212,9/29/2022,1.5,30,16,na,na,na,22.13,CERVU,bindweed,na,93.15849673,3.29,-0.732954545,675.28,1233.25,27.132,7.12,31,3.84,30
VT,2022,2,213,10/7/2022,2,0,0,STEME,na,na,0.06,STEME,TRFPR,CIRVU,0,11.96,0,563.57,1121.53,27.3615,7.06,50,3.85,0
VT,2022,2,214,10/7/2022,2,30,19,na,na,na,18.68,TAROF,na,na,122.89,0.71,-0.940635452,563.57,1121.53,27.3615,7.06,50,3.85,30
VT,2022,2,215,10/7/2022,2,90,67,na,na,na,44.42,na,na,na,149.92,0.7,-0.941471572,563.57,1121.53,27.3615,7.06,50,3.85,90
VT,2022,2,216,10/7/2022,2,120,64,na,na,na,36.52,TRFPR,na,na,129.99,0.13,-0.989130435,563.57,1121.53,27.3615,7.06,50,3.85,120
VT,2022,2,217,10/7/2022,2,15,4,na,na,na,3.87,CHEAL,bindweed,TRFPR,55.05,0.51,-0.95735786,563.57,1121.53,27.3615,7.06,50,3.85,15
VT,2022,2,218,10/7/2022,2,60,39,na,na,na,28.37,STEME,na,na,161.14,0.26,-0.97826087,563.57,1121.53,27.3615,7.06,50,3.85,60
VT,2022,2,219,10/13/2022,2.5,30,20,STEME,na,na,5.39,bindweed,CHEAL,CERVU,65.86532258,0.6,-0.967373573,427.27,985.23,12.8805,6.6,81,3.43,30
VT,2022,2,220,10/13/2022,2.5,60,44,na,na,na,12.94,STEME,na,na,102.7395161,0.46,-0.974986406,427.27,985.23,12.8805,6.6,81,3.43,60
VT,2022,2,221,10/13/2022,2.5,120,70,na,na,na,15.32,STEME,na,na,105.7814516,1.58,-0.914083741,427.27,985.23,12.8805,6.6,81,3.43,120
VT,2022,2,222,10/13/2022,2.5,90,52,na,na,na,18.04,STEME,na,na,139.725,0,-1,427.27,985.23,12.8805,6.6,81,3.43,90
VT,2022,2,223,10/13/2022,2.5,0,0,PLALA,na,na,0.35,MELAL,CHEAL,bindweed,0,18.39,0,427.27,985.23,12.8805,6.6,81,3.43,0
VT,2022,2,224,10/13/2022,2.5,15,4,STEME,TRFPR,na,1.82,TRFPR,STEME,CHEAL,54.73629032,7.47,-0.593800979,427.27,985.23,12.8805,6.6,81,3.43,15
VT,2022,2,225,10/20/2022,3,15,1,STEME,na,na,0.08,TAROF,STEME,CHEAL,12.95,5.36,-0.779695849,297.97,855.93,11.8755,6.05,51,3.27,15
VT,2022,2,226,10/20/2022,3,120,27,na,na,na,2.15,CHEAL,STEME,na,63.76,1.84,-0.924373202,297.97,855.93,11.8755,6.05,51,3.27,120
VT,2022,2,227,10/20/2022,3,30,11,na,na,na,1.27,CHEAL,AGRRE,STEME,51.21,4.68,-0.807644883,297.97,855.93,11.8755,6.05,51,3.27,30
VT,2022,2,228,10/20/2022,3,90,34,TRFPR,na,na,2.15,TRFPR,bindweed,CHEAL,92.97,1.76,-0.927661323,297.97,855.93,11.8755,6.05,51,3.27,90
VT,2022,2,229,10/20/2022,3,60,13,STEME,na,na,1.16,STEME,CHEAL,bindweed,68.21,2.68,-0.889847924,297.97,855.93,11.8755,6.05,51,3.27,60
VT,2022,2,230,10/20/2022,3,0,9,TAROF,na,na,0.4,AGRRE,TAROF,CHEAL,0,24.33,0,297.97,855.93,11.8755,6.05,51,3.27,0
VT,2022,3,301,9/20/2022,1,120,89,brassica,na,na,45.17,TAROF,MELAL,na,213.64,4.73,-0.921844019,893.38,1451.35,17.9205,6.94,48,3.65,120
VT,2022,3,302,9/20/2022,1,60,58,na,na,na,35.31,TRFPR,na,na,149.86,0,-1,893.38,1451.35,17.9205,6.94,48,3.65,60
VT,2022,3,303,9/20/2022,1,90,53,na,na,na,28.37,TRFPR,na,na,135.61,0.81,-0.986615995,893.38,1451.35,17.9205,6.94,48,3.65,90
VT,2022,3,304,9/20/2022,1,0,0,PLALA,STEME,brassica,3.41,SAWOF,TAROF,na,0,60.52,0,893.38,1451.35,17.9205,6.94,48,3.65,0
VT,2022,3,305,9/20/2022,1,15,23,PLALA,na,na,29.05,MELAL,na,na,146.09,5.8,-0.904163913,893.38,1451.35,17.9205,6.94,48,3.65,15
VT,2022,3,306,9/20/2022,1,30,24,STEME,na,na,40,STEME,TAROF,na,9.46,6.31,-0.895736946,893.38,1451.35,17.9205,6.94,48,3.65,30
VT,2022,3,307,9/29/2022,1.5,0,0,CERVU,na,na,0.16,CERVU,CHEAL,na,0,9.03,0,675.28,1233.25,27.132,7.12,31,3.84,0
VT,2022,3,308,9/29/2022,1.5,90,53,brassica,na,na,26.54,TRFPR,na,na,91.19519859,0.24,-0.973421927,675.28,1233.25,27.132,7.12,31,3.84,90
VT,2022,3,309,9/29/2022,1.5,30,19,brassica,na,na,17.68,STEME,CAPBP,na,80.02403218,1.75,-0.80620155,675.28,1233.25,27.132,7.12,31,3.84,30
VT,2022,3,310,9/29/2022,1.5,120,59,STEME,TRFPR,na,45.34,CAPBP,na,na,180.8197587,0,-1,675.28,1233.25,27.132,7.12,31,3.84,120
VT,2022,3,311,9/29/2022,1.5,60,44,na,na,na,35.85,CERVU,na,na,136.4688537,0.49,-0.945736434,675.28,1233.25,27.132,7.12,31,3.84,60
VT,2022,3,312,9/29/2022,1.5,15,9,STEME,na,na,18.09,CAPBP,na,na,97.04582705,2.06,-0.771871539,675.28,1233.25,27.132,7.12,31,3.84,15
VT,2022,3,313,10/7/2022,2,90,44,na,na,na,26.39,na,na,na,96.64,0.12,-0.943661972,563.57,1121.53,27.3615,7.06,50,3.85,90
VT,2022,3,314,10/7/2022,2,120,80,na,na,na,48,TRFPR,na,na,157.75,1.1,-0.483568075,563.57,1121.53,27.3615,7.06,50,3.85,120
VT,2022,3,315,10/7/2022,2,15,9,na,na,na,10.47,TRFPR,bindweed,na,126.54,0,-1,563.57,1121.53,27.3615,7.06,50,3.85,15
VT,2022,3,316,10/7/2022,2,0,0,TRFPR,na,na,0.01,TAROF,TRFPR,na,0,2.13,0,563.57,1121.53,27.3615,7.06,50,3.85,0
VT,2022,3,317,10/7/2022,2,30,16,na,na,na,16.21,CERVU,na,na,90.4,0,-1,563.57,1121.53,27.3615,7.06,50,3.85,30
VT,2022,3,318,10/7/2022,2,60,34,na,na,na,22.33,bindweed,na,na,108.39,0.32,-0.849765258,563.57,1121.53,27.3615,7.06,50,3.85,60
VT,2022,3,319,10/13/2022,2.5,120,75,na,na,na,27.92,bindweed,na,na,150.6314516,0,-1,427.27,985.23,12.8805,6.6,81,3.43,120
VT,2022,3,320,10/13/2022,2.5,60,45,brassica,na,na,12.72,bindweed,na,na,93.52096774,0.29,-0.958273381,427.27,985.23,12.8805,6.6,81,3.43,60
VT,2022,3,321,10/13/2022,2.5,30,30,TRFPR,na,na,10.14,TRFPR,bindweed,STEME,92.68629032,3.46,-0.502158273,427.27,985.23,12.8805,6.6,81,3.43,30
VT,2022,3,322,10/13/2022,2.5,0,0,STEME,na,na,0.09,CIRVU,bindweed,CHEAL,0,6.95,0,427.27,985.23,12.8805,6.6,81,3.43,0
VT,2022,3,323,10/13/2022,2.5,90,61,PLALA,na,na,19.38,bindweed,STEME,na,85.95322581,2.55,-0.633093525,427.27,985.23,12.8805,6.6,81,3.43,90
VT,2022,3,324,10/13/2022,2.5,15,17,STEME,PLALA,na,5.87,white clover,CAPBP,STEME,79.03467742,5.98,-0.139568345,427.27,985.23,12.8805,6.6,81,3.43,15
VT,2022,3,325,10/20/2022,3,0,0,TRFPR,na,na,0.03,TRFRE,CAPBP,STEME,0,16.13,0,297.97,855.93,11.8755,6.05,51,3.27,0
VT,2022,3,326,10/20/2022,3,15,2,na,na,na,0.19,STEME,TAROF,CHEAL,19.41,5.43,-0.663360198,297.97,855.93,11.8755,6.05,51,3.27,15
VT,2022,3,327,10/20/2022,3,60,35,STEME,PLALA,na,5.12,STEME,bindweed,na,127.34,5.74,-0.644141352,297.97,855.93,11.8755,6.05,51,3.27,60
VT,2022,3,328,10/20/2022,3,90,47,STEME,na,na,5.78,bindweed,STEME,CHEAL,128,2.24,-0.861128332,297.97,855.93,11.8755,6.05,51,3.27,90
VT,2022,3,329,10/20/2022,3,30,4,STEME,na,na,0.74,STEME,CERVU,CHEAL,55.82,17.83,0.105393676,297.97,855.93,11.8755,6.05,51,3.27,30
VT,2022,3,330,10/20/2022,3,120,47,STEME,na,na,7.43,STEME,CHEAL,na,135.42,1.83,-0.886546807,297.97,855.93,11.8755,6.05,51,3.27,120
VT,2022,4,401,9/20/2022,1,15,19,STEME,CERVU,na,32.43,STEME,TAROF,na,213.85,11.79,-0.666666667,893.38,1451.35,17.9205,6.94,48,3.65,15
VT,2022,4,402,9/20/2022,1,30,29,STEME,na,na,42.28,STEME,SINAR,na,180.1,1.61,-0.954481199,893.38,1451.35,17.9205,6.94,48,3.65,30
VT,2022,4,403,9/20/2022,1,90,61,na,na,na,44.91,TRFPR,TAROF,STEME,185.53,0.95,-0.97314108,893.38,1451.35,17.9205,6.94,48,3.65,90
VT,2022,4,404,9/20/2022,1,120,63,STEME,na,na,59.12,na,na,na,234.77,2.22,-0.937234945,893.38,1451.35,17.9205,6.94,48,3.65,120
VT,2022,4,405,9/20/2022,1,0,0,brassica,na,na,2.13,SAWOF,TAROF,TRFPR,0,35.37,0,893.38,1451.35,17.9205,6.94,48,3.65,0
VT,2022,4,406,9/20/2022,1,60,50,na,na,na,48.58,na,na,na,243.23,0,-1,893.38,1451.35,17.9205,6.94,48,3.65,60
VT,2022,4,407,9/29/2022,1.5,90,53,STEME,na,na,41.09,TAROF,na,na,143.4581951,1.14,-0.961911126,675.28,1233.25,27.132,7.12,31,3.84,90
VT,2022,4,408,9/29/2022,1.5,30,17,STEME,brassica,CERVU,28.06,STEME,na,na,134.8589492,4.17,-0.860674908,675.28,1233.25,27.132,7.12,31,3.84,30
VT,2022,4,409,9/29/2022,1.5,60,40,na,na,na,41.34,na,na,na,139.7082956,0,-1,675.28,1233.25,27.132,7.12,31,3.84,60
VT,2022,4,410,9/29/2022,1.5,120,74,na,na,na,34.46,TRFPR,STEME,na,144.0079186,0,-1,675.28,1233.25,27.132,7.12,31,3.84,120
VT,2022,4,411,9/29/2022,1.5,0,0,PLALA,brassica,STEME,1.19,CERVU,CAPBP,TAROF,0,29.93,0,675.28,1233.25,27.132,7.12,31,3.84,0
VT,2022,4,412,9/29/2022,1.5,15,6,na,na,na,6.83,CAPBP,TRFPR,na,42.23054299,1.46,-0.951219512,675.28,1233.25,27.132,7.12,31,3.84,15
VT,2022,4,413,10/7/2022,2,60,31,PLALA,na,na,26.97,PLAMA,bindweed,na,86.71,0.4,-0.611650485,563.57,1121.53,27.3615,7.06,50,3.85,60
VT,2022,4,414,10/7/2022,2,120,67,na,na,na,38.71,na,na,na,146.02,0,-1,563.57,1121.53,27.3615,7.06,50,3.85,120
VT,2022,4,415,10/7/2022,2,30,22,na,na,na,15.75,STEME,TRFPR,na,122.42,0.69,-0.330097087,563.57,1121.53,27.3615,7.06,50,3.85,30
VT,2022,4,416,10/7/2022,2,90,47,na,na,na,27.44,TRFPR,na,na,105.42,0.76,-0.262135922,563.57,1121.53,27.3615,7.06,50,3.85,90
VT,2022,4,417,10/7/2022,2,15,9,TAROF,na,na,7.24,TRFPR,bindweed,CHEAL,95.39,0,-1,563.57,1121.53,27.3615,7.06,50,3.85,15
VT,2022,4,418,10/7/2022,2,0,0,na,na,na,0.01,CAPBP,PLAMA,CIRVU,0,1.03,0,563.57,1121.53,27.3615,7.06,50,3.85,0
VT,2022,4,419,10/13/2022,2.5,0,0,STEME,na,na,41.09,DIGSA,STEME,PLAMA,0,2.5,0,427.27,985.23,12.8805,6.6,81,3.43,0
VT,2022,4,420,10/13/2022,2.5,30,29,STEME,PLALA,na,28.06,STEME,TRFPR,bindweed,82.9483871,2.82,0.128,427.27,985.23,12.8805,6.6,81,3.43,30
VT,2022,4,421,10/13/2022,2.5,120,86,STEME,na,na,41.34,STEME,na,na,108.5266129,2.7,0.08,427.27,985.23,12.8805,6.6,81,3.43,120
VT,2022,4,422,10/13/2022,2.5,90,62,na,na,na,34.46,STEME,na,na,89.71854839,0.07,-0.972,427.27,985.23,12.8805,6.6,81,3.43,90
VT,2022,4,423,10/13/2022,2.5,60,45,STEME,na,na,1.19,CHEAL,TRFPR,na,67.77580645,0,-1,427.27,985.23,12.8805,6.6,81,3.43,60
VT,2022,4,424,10/13/2022,2.5,15,8,na,na,na,6.83,CHEAL,TAROF,DIGSA,47.725,0,-1,427.27,985.23,12.8805,6.6,81,3.43,15
VT,2022,4,425,10/20/2022,3,30,2,na,na,na,0.29,STEME,TAROF,bindweed,43.24,8.21,3.343915344,297.97,855.93,11.8755,6.05,51,3.27,30
VT,2022,4,426,10/20/2022,3,120,28,STEME,na,na,3.66,TRFPR,STEME,CHEAL,97.58,2.29,0.211640212,297.97,855.93,11.8755,6.05,51,3.27,120
VT,2022,4,427,10/20/2022,3,60,25,STEME,na,na,3.39,STEME,MELAL,na,105.34,12.48,5.603174603,297.97,855.93,11.8755,6.05,51,3.27,60
VT,2022,4,428,10/20/2022,3,0,0,na,na,na,0.02,STEME,PLAMA,bindweed,0,1.89,0,297.97,855.93,11.8755,6.05,51,3.27,0
VT,2022,4,429,10/20/2022,3,90,40,STEME,na,na,5.15,CHEAL,STEME,TRFPR,121.65,0.82,-0.566137566,297.97,855.93,11.8755,6.05,51,3.27,90
VT,2022,4,430,10/20/2022,3,15,4,STEME,na,na,0.66,STEME,CHEAL,PLAMA,51.5,12.88,5.814814815,297.97,855.93,11.8755,6.05,51,3.27,15
VT,2023,1,101,9/12/2022,1,80,72,na,na,na,87.05,na,na,na,330,0,-1,978.71,1745.48,38.4,6.71,54,4.04,90
VT,2023,1,102,9/12/2022,1,25,20,na,na,na,85.68,na,na,na,325.15,0,-1,978.71,1745.48,38.4,6.71,54,4.04,30
VT,2023,1,103,9/12/2022,1,0,0,na,na,na,0.46,CAPBP,CERFO,na,0,26.2,0,978.71,1745.48,38.4,6.71,54,4.04,0
VT,2023,1,104,9/12/2022,1,105,103,na,na,na,91.71,na,na,na,417.1,0,-1,978.71,1745.48,38.4,6.71,54,4.04,120
VT,2023,1,105,9/12/2022,1,15,21,na,na,na,79.6,na,na,na,305.9,0,-1,978.71,1745.48,38.4,6.71,54,4.04,15
VT,2023,1,106,9/12/2022,1,50,47,na,na,na,90.52,na,na,na,335.79,0,-1,978.71,1745.48,38.4,6.71,54,4.04,60
VT,2023,1,107,9/19/2022,1.5,0,0,SINAR,PLAMA,na,1.27,CAPBP,na,na,0,41.2,-1,825.81,1592.58,5.85,6.71,38,3.34,0
VT,2023,1,108,9/19/2022,1.5,15,5,na,na,na,25.37,na,na,na,171,0,-1,825.81,1592.58,5.85,6.71,38,3.34,15
VT,2023,1,109,9/19/2022,1.5,50,41,na,na,na,86.65,na,na,na,396.54,0,-1,825.81,1592.58,5.85,6.71,38,3.34,60
VT,2023,1,110,9/19/2022,1.5,80,67,na,na,na,90.51,na,na,na,312.32,0,-1,825.81,1592.58,5.85,6.71,38,3.34,90
VT,2023,1,111,9/19/2022,1.5,105,57,na,na,na,86.18,CAPBP,na,na,365.56,0.1,-0.997572816,825.81,1592.58,5.85,6.71,38,3.34,120
VT,2023,1,112,9/19/2022,1.5,25,32,na,na,na,69.49,CERFO,na,na,362.73,0.4,-0.990291262,825.81,1592.58,5.85,6.71,38,3.34,30
VT,2023,1,113,9/24/2022,2,80,76,na,na,na,61.47,na,na,na,227.32,0,-1,743.41,1510.18,14.9,6.96,43,3.74,90
VT,2023,1,114,9/24/2022,2,15,7,na,na,na,35.5,na,na,na,135.71,0,-1,743.41,1510.18,14.9,6.96,43,3.74,15
VT,2023,1,115,9/24/2022,2,0,0,PLALA,na,na,1.23,CAPBP,MELAL,CHEAL,0,26.5,0,743.41,1510.18,14.9,6.96,43,3.74,0
VT,2023,1,116,9/24/2022,2,25,12,na,na,na,44.87,CAPBP,na,na,253.78,0.1,-0.996226415,743.41,1510.18,14.9,6.96,43,3.74,30
VT,2023,1,117,9/24/2022,2,105,84,na,na,na,72.85,na,na,na,210.21,0,-1,743.41,1510.18,14.9,6.96,43,3.74,120
VT,2023,1,118,9/24/2022,2,50,28,na,na,na,61.08,na,na,na,243.98,0,-1,743.41,1510.18,14.9,6.96,43,3.74,60
VT,2023,1,119,10/3/2022,2.5,105,91,CAPBP,na,na,81.78,CAPBP,na,na,308.83,0.1,-0.997530864,617.1164091,1383.892789,26.95,6.49,54,3.38,120
VT,2023,1,120,10/3/2022,2.5,25,20,na,na,na,44.89,na,na,na,204.89,0,-1,617.1164091,1383.892789,26.95,6.49,54,3.38,30
VT,2023,1,121,10/3/2022,2.5,0,0,na,na,na,0.16,CAPBP,na,na,0,40.5,0,617.1164091,1383.892789,26.95,6.49,54,3.38,0
VT,2023,1,122,10/3/2022,2.5,15,17,na,na,na,20.5,na,na,na,146.01,0,-1,617.1164091,1383.892789,26.95,6.49,54,3.38,15
VT,2023,1,123,10/3/2022,2.5,80,54,na,na,na,40.23,CAPBP,na,na,221.55,0.2,-0.995061728,617.1164091,1383.892789,26.95,6.49,54,3.38,90
VT,2023,1,124,10/3/2022,2.5,50,57,na,na,na,37.46,na,na,na,172.05,0,-1,617.1164091,1383.892789,26.95,6.49,54,3.38,60
VT,2023,1,125,10/10/2022,3,15,16,na,na,na,17.38,na,na,na,199.59,0,-1,542.92,1309.70,42.7,6.13,66,3.75,15
